Latitude,Longitude
48.561699999068374,-3.14165
48.462368999068325,-2.513414
48.454199999068244,-2.04332
48.57199999906839,-4.32221
48.27417852039915,-3.57453099881082
47.93995622149221,-1.23119974030672
48.72869999906849,-3.45522
48.421399999068264,-2.65776
48.7322999990685,-3.24304
48.19009999906819,-2.4255
48.51309999906836,-2.76645
48.518799999068264,-2.73667
48.56059999906831,-3.14387
48.51209999906826,-2.73652
48.50789999906833,-2.7059
48.18029999906812,-2.7561
48.57859999906837,-3.14498
48.53169999906828,-2.78137
48.46199999906827,-2.51276
48.400899999068216,-4.46545
48.40789999906827,-4.48147
48.27959999906822,-3.549
48.08429999906808,-4.32477
48.45309999906827,-4.2505
47.88809999906807,-4.01197
47.99369999906809,-4.11325
47.883899999068085,-3.55496
48.19669999906809,-4.09193
48.57029999906829,-4.32309
48.68199999906842,-3.98637
48.4483999990683,-4.24026
48.00469999906807,-1.84166
47.862299999068064,-4.21554
47.87449999906815,-3.92082
48.68199999906842,-3.98637
48.44765999906829,-4.621704
47.85119999906808,-3.85693
48.27589999906817,-3.5611
48.382899999068265,-4.50236
48.09199999906805,-4.32471
48.62559999906838,-2.0572
47.79919999906807,-4.26973
48.1170999990681,-1.67059
48.09829999906809,-1.68614
48.65020999906837,-2.021208
48.12989999906809,-1.59819
48.125199999068144,-1.66839
48.64059999906838,-2.00696
48.1318999990681,-1.71107
48.12269999906809,-1.69424
48.19839999906815,-2.04305
47.83639999906813,-1.66972
48.19839999906815,-2.04305
48.138099999068146,-1.95444
48.20309999906809,-2.07666
48.26413199906819,-1.606908
47.96859999906811,-1.50055
48.64999999906837,-2.02415
48.11729999906811,-1.66783
48.02494099906809,-1.745507
48.55079999906829,-1.75665
48.115999999068165,-1.59939
47.685899999068106,-2.99723
47.74599999906808,-3.38194
48.06599999906811,-2.9636
47.70609999906811,-3.35693
47.647299999068146,-2.77091
47.65909999906814,-2.78276
47.92889999906809,-2.40445
47.70499999906804,-2.94973
47.75249999906809,-3.39514
47.653099999068104,-2.76584
47.666599999068104,-2.76276
47.882799999068055,-2.83167
47.94859999906803,-2.40333
47.65779999906811,-2.98112
48.14089999906814,-3.59943
47.810399999068096,-2.38447
48.006699999068076,-2.9725
48.55169999906836,-3.15115
47.879299999068074,-2.82792
48.09949999906807,-1.80707
47.828799999068075,-3.0021
48.22011427918585,-3.979990967460165
48.20608036445241,-1.50787068301585
48.73149999906847,-3.44922
47.71579999906808,-3.41423
48.50703751009906,-4.061330654031037
48.56899999906838,-3.82114
48.786159990945194,-3.234758640108321
48.51966899906829,-2.778827
47.95919999906811,-2.54698
48.40109999906829,-2.91554
48.509899999068274,-2.76846
48.655799999068385,-1.96907
48.46359999906831,-2.0361
48.725499999068404,-3.45147
48.52079999906835,-2.77982
48.65839999906839,-2.84793
48.451899999068246,-2.04852
48.405399999068244,-4.48347
48.39439999906823,-4.49041
48.193999999068154,-4.08894
47.86369999906804,-3.90151
48.57487199906837,-3.834809
47.995899999068136,-4.11304
48.119199999068115,-1.2128
48.12169999906812,-1.23007
48.618633083929524,-3.840072451125441
48.342199999068214,-1.19936
48.54429999906836,-1.7648
48.10869999906813,-1.67465
48.134499999068126,-1.68112
48.09189999906815,-1.68809
48.1251999990681,-1.63151
48.11339999906816,-1.66518
48.116599999068086,-1.67937
47.65529999906812,-2.08001
48.11919999906814,-1.65411
48.12499999906817,-1.20805
48.55169999906834,-1.75526
47.848399999068114,-1.69129
48.03319999906807,-1.73479
47.74509999906814,-3.38013
48.057899999068084,-2.95834
47.66609999906811,-2.44918
48.040299999068054,-2.40972
48.18469999906812,-2.75825
47.6639999990681,-2.46453
47.74726316820946,-3.37134710811244
48.42053112070946,-4.491581321304078
47.98749999906805,-4.08788
47.88569999906807,-3.55492
48.39079999906829,-4.51191
47.99979999906812,-4.10082
47.98169999906808,-4.09443
48.382899999068265,-4.50236
48.51449999906832,-4.07776
48.57859999906837,-4.31999
47.86039999906812,-4.23348
48.38859999906826,-4.46867
48.507299999068266,-4.43165
48.302499999068175,-4.14748
47.99499999906809,-3.88971
48.593099999068336,-3.8114
47.99979999906812,-4.10082
48.12229999906813,-1.65872
48.10759999906812,-1.65993
48.26529999906814,-1.42647
47.649918999068106,-2.091413
48.32919999906824,-1.83471
48.35919999906822,-1.18971
48.13949999906817,-3.60804
47.74499999906814,-3.36231
47.65399999906808,-2.76041
47.650199999068136,-2.76257
47.7513999990681,-3.39166
47.76069999906804,-3.23799
48.30959999906817,-1.29832
47.67539999906813,-2.77292
47.80319999906816,-3.27014
47.80819999906802,-3.26283
48.44769999906832,-2.05227
47.66179999906807,-3.20088
48.41419999906832,-1.74182
47.95059999906814,-2.13738
48.27999999906814,-4.0086
